ID,Case Number,Date,Block,IUCR,Primary Type,Description,Location Description,Arrest,Domestic,Beat,District,Ward,Community Area,FBI Code,X Coordinate,Y Coordinate,Year,Updated On,Latitude,Longitude,Location
6478361,HP553476,09/04/2008 06:25:13 PM,069XX S JEFFERY BLVD,0610,BURGLARY,FORCIBLE ENTRY,APARTMENT,false,false,0332,003,5,43,05,1190708,1859163,2008,09/09/2008 01:03:52 AM,41.768561686842894,-87.57651236984191,"(41.768561686842894, -87.57651236984191)"
6460252,HP538718,08/27/2008 09:45:00 PM,068XX S ARTESIAN AVE,2027,NARCOTICS,POSS: CRACK,SIDEWALK,true,false,0832,008,17,66,18,1161264,1859108,2008,08/31/2008 01:03:54 AM,41.76907103097653,-87.68444065768125,"(41.76907103097653, -87.68444065768125)"
6455930,HP523833,08/20/2008 07:00:00 AM,076XX S MORGAN ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,false,0612,006,17,71,14,1170929,1854107,2008,08/30/2008 01:04:22 AM,41.75514209839034,-87.64915915877759,"(41.75514209839034, -87.64915915877759)"
6427625,HP509486,08/12/2008 05:33:26 PM,031XX S KOMENSKY AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,ALLEY,true,false,1031,010,22,30,07,1149915,1883500,2008,08/22/2008 01:04:41 AM,41.83623372413579,-87.72540877471272,"(41.83623372413579, -87.72540877471272)"
6410092,HP494895,08/04/2008 09:30:00 PM,017XX W HOWARD ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,false,2422,024,49,1,14,1162873,1950304,2008,08/08/2008 01:05:08 AM,42.01928657961891,-87.67598170915275,"(42.01928657961891, -87.67598170915275)"
6417646,HP493110,07/28/2008 10:26:00 AM,007XX E 105TH ST,1152,DECEPTIVE PRACTICE,ILLEGAL USE CASH CARD,RESIDENCE,false,false,0512,005,9,50,11,1183109,1835453,2008,08/14/2008 01:04:25 AM,41.70367889061419,-87.60510147788925,"(41.70367889061419, -87.60510147788925)"
6377979,HP464678,07/20/2008 08:30:00 PM,004XX E 91ST ST,0460,BATTERY,SIMPLE,STREET,false,false,0633,006,6,44,08B,1180667,1844695,2008,08/09/2008 01:04:33 AM,41.72909643541808,-87.61376068181082,"(41.72909643541808, -87.61376068181082)"
6362307,HP450171,07/13/2008 02:00:00 AM,047XX S GREENWOOD AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,false,false,2124,002,4,39,07,1184343,1873581,2008,07/17/2008 01:04:26 AM,41.80827721539665,-87.59939177218433,"(41.80827721539665, -87.59939177218433)"
6346913,HP433994,07/05/2008 10:30:00 AM,082XX S BISHOP ST,0560,ASSAULT,SIMPLE,STREET,false,false,0614,006,21,71,08A,1168054,1850302,2008,07/10/2008 01:04:00 AM,41.74476291009865,-87.65980441541498,"(41.74476291009865, -87.65980441541498)"
6339408,HP423900,06/27/2008 12:00:00 PM,081XX S COTTAGE GROVE AVE,0488,BATTERY,AGGRAVATED DOMESTIC BATTERY: HANDGUN,APARTMENT,false,false,0631,006,6,44,04B,1182933,1851160,2008,07/14/2008 01:04:04 AM,41.74678483735508,-87.60525948913721,"(41.74678483735508, -87.60525948913721)"
6316609,HP403647,06/19/2008 07:50:00 AM,001XX S WELLS ST,0810,THEFT,OVER $300,PARKING LOT/GARAGE(NON.RESID.),false,false,0112,001,2,32,06,1174724,1899457,2008,06/25/2008 01:04:08 AM,41.87950298657495,-87.63389876687236,"(41.87950298657495, -87.63389876687236)"
6298546,HP388051,06/11/2008 05:50:00 AM,002XX E HURON ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,HOSPITAL BUILDING/GROUNDS,false,false,1834,018,42,8,08B,1178291,1905099,2008,06/15/2008 01:03:39 AM,41.89490439892235,-87.62062938864942,"(41.89490439892235, -87.62062938864942)"
6291737,HP372422,06/03/2008 09:30:00 AM,002XX N KOLMAR AVE,0820,THEFT,$300 AND UNDER,STREET,false,true,1113,011,28,26,06,1145991,1900976,2008,06/20/2008 01:03:39 AM,41.88426540598254,-87.73936390008579,"(41.88426540598254, -87.73936390008579)"
6271717,HP359610,05/26/2008 11:30:00 AM,033XX W CARROLL AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,false,false,1123,011,28,27,07,1154137,1902165,2008,05/30/2008 01:05:09 AM,41.88736952826789,-87.70941886976757,"(41.88736952826789, -87.70941886976757)"
6255911,HP342207,05/18/2008 04:17:37 AM,006XX N CLARK ST,1330,CRIMINAL TRESPASS,TO LAND,RESTAURANT,true,false,1832,018,42,8,26,1175393,1904200,2008,05/23/2008 01:05:47 AM,41.89250305990079,-87.63129985196936,"(41.89250305990079, -87.63129985196936)"
6296160,HP385718,05/09/2008 10:30:00 PM,026XX N NEVA AVE,031A,ROBBERY,ARMED: HANDGUN,SIDEWALK,false,false,2512,025,36,18,03,1127928,1916894,2008,07/08/2008 01:03:58 AM,41.92827048794106,-87.80533485816409,"(41.92827048794106, -87.80533485816409)"
6227151,HP314806,05/01/2008 06:00:00 PM,030XX N LINDER AVE,0820,THEFT,$300 AND UNDER,STREET,false,false,2514,025,31,19,06,1139125,1919890,2008,05/07/2008 01:05:15 AM,41.93629524964685,-87.76411609691341,"(41.93629524964685, -87.76411609691341)"
6209481,HP295949,04/23/2008 09:29:37 AM,049XX S PRAIRIE AVE,0820,THEFT,$300 AND UNDER,APARTMENT,true,false,0224,002,3,38,06,1178843,1872068,2008,04/27/2008 01:04:21 AM,41.804252527605996,-87.61961033637853,"(41.804252527605996, -87.61961033637853)"
6196217,HP280575,04/15/2008 11:08:18 AM,007XX S CENTRAL PARK AVE,1661,GAMBLING,GAME/DICE,SIDEWALK,true,false,1133,011,24,27,19,1152528,1896738,2008,06/29/2008 01:03:43 AM,41.87250921545743,-87.71547110890228,"(41.87250921545743, -87.71547110890228)"
6181123,HP269757,04/06/2008 11:30:00 AM,026XX N KILDARE AVE,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,OTHER,false,true,2524,025,31,20,26,1147230,1917159,2008,04/19/2008 01:06:16 AM,41.92864960334417,-87.73439916861038,"(41.92864960334417, -87.73439916861038)"
6161856,HP249243,03/28/2008 08:20:00 PM,051XX S LAKE PARK AVE,0860,THEFT,RETAIL THEFT,GAS STATION,true,false,2132,002,4,41,06,1187538,1871134,2008,04/03/2008 01:07:17 AM,41.80148700850065,-87.5877513098784,"(41.80148700850065, -87.5877513098784)"
6142544,HP233507,03/19/2008 03:31:00 PM,104XX S CORLISS AVE,041A,BATTERY,AGGRAVATED: HANDGUN,SIDEWALK,false,false,0512,005,9,50,04B,1183457,1836079,2008,03/25/2008 01:04:37 AM,41.70538863182701,-87.60380776489059,"(41.70538863182701, -87.60380776489059)"
6126204,HP219102,03/10/2008 03:45:00 PM,074XX S DORCHESTER AVE,0545,ASSAULT,PRO EMP HANDS NO/MIN INJURY,SIDEWALK,false,false,0324,003,5,43,08A,1186872,1855849,2008,03/14/2008 01:04:50 AM,41.75955953545697,-87.59067786992254,"(41.75955953545697, -87.59067786992254)"
6117058,HP205290,03/01/2008 07:00:00 AM,057XX S MICHIGAN AVE,2851,PUBLIC PEACE VIOLATION,ARSON THREAT,RESIDENCE,false,true,0233,002,20,40,26,1178176,1866990,2008,04/15/2008 01:05:23 AM,41.790333192708566,-87.62221062468426,"(41.790333192708566, -87.62221062468426)"
6091716,HP189651,02/20/2008 07:00:00 PM,056XX S BLACKSTONE AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,false,false,2132,002,5,41,07,1186922,1867688,2008,03/13/2008 01:04:57 AM,41.792045568393036,-87.59011963988708,"(41.792045568393036, -87.59011963988708)"
6085707,HP183482,02/10/2008 12:00:00 PM,003XX W GARFIELD BLVD,0890,THEFT,FROM BUILDING,OTHER,false,false,0934,009,3,37,06,1174835,1868519,2008,02/23/2008 01:05:05 AM,41.794604106718104,-87.63441553816014,"(41.794604106718104, -87.63441553816014)"
6051709,HP152627,01/31/2008 08:00:00 AM,046XX N CLARK ST,0810,THEFT,OVER $300,CTA BUS,false,false,1922,019,47,3,06,1165489,1930698,2008,02/06/2008 01:04:59 AM,41.96543167471698,-87.66691662553802,"(41.96543167471698, -87.66691662553802)"
6031405,HP135062,01/20/2008 06:00:00 PM,096XX S HALSTED ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,false,2223,022,21,73,14,1172714,1840966,2008,01/24/2008 01:05:03 AM,41.71904228460743,-87.64300391931498,"(41.71904228460743, -87.64300391931498)"
6014465,HP119282,01/11/2008 06:00:00 PM,053XX W BERENICE AVE,0810,THEFT,OVER $300,RESIDENCE-GARAGE,false,false,1634,016,38,15,06,1139958,1925037,2008,01/17/2008 09:23:41 AM,41.950403905714595,-87.76092837534925,"(41.950403905714595, -87.76092837534925)"
5994872,HP103281,01/02/2008 09:15:00 PM,023XX S STATE ST,1350,CRIMINAL TRESPASS,TO STATE SUP LAND,CHA HALLWAY/STAIRWELL/ELEVATOR,true,false,0134,001,3,33,26,1176640,1888950,2008,01/06/2008 01:05:00 AM,41.85062804159315,-87.62718092960564,"(41.85062804159315, -87.62718092960564)"
5983337,HN779239,12/24/2007 09:00:00 AM,065XX S EVANS AVE,0610,BURGLARY,FORCIBLE ENTRY,APARTMENT,false,false,0321,003,20,42,05,1182305,1861754,2007,01/15/2008 01:05:15 AM,41.7758704130762,-87.60723295051123,"(41.7758704130762, -87.60723295051123)"
5965948,HN762044,12/14/2007 05:00:00 PM,017XX N DRAKE AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,false,false,1422,014,26,23,07,1152503,1911514,2007,12/19/2007 01:04:46 AM,41.913056528012,-87.71517205518214,"(41.913056528012, -87.71517205518214)"
5945925,HN745157,12/04/2007 11:00:00 PM,011XX N LAWNDALE AVE,0620,BURGLARY,UNLAWFUL ENTRY,RESIDENCE-GARAGE,false,false,1112,011,27,23,05,1151459,1907402,2007,12/28/2007 01:04:18 AM,41.901793394354094,-87.71911566814964,"(41.901793394354094, -87.71911566814964)"
5925906,HN726803,11/25/2007 06:00:00 PM,016XX W SHERWIN AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,false,false,2423,024,49,1,07,1163997,1948672,2007,01/23/2008 02:56:07 PM,42.01478458191989,-87.67189194356101,"(42.01478458191989, -87.67189194356101)"
5913769,HN710772,11/16/2007 11:36:00 AM,065XX S EBERHART AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,false,false,0321,003,20,42,14,1180735,1861940,2007,11/19/2007 01:03:36 AM,41.7764170470471,-87.61298266248153,"(41.7764170470471, -87.61298266248153)"
5900744,HN695617,11/07/2007 11:30:00 PM,026XX W 25TH ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,false,1034,010,12,30,14,1159251,1887351,2007,11/20/2007 01:03:49 AM,41.84661487336834,-87.69104572171729,"(41.84661487336834, -87.69104572171729)"
5880069,HN686980,10/31/2007 12:01:00 AM,026XX W SUPERIOR ST,0840,THEFT,FINANCIAL ID THEFT: OVER $300,RESIDENCE,false,false,1313,013,26,24,06,1158416,1904927,2007,11/20/2007 01:03:49 AM,41.894862254232166,-87.69362944503438,"(41.894862254232166, -87.69362944503438)"
5854504,HN664287,10/22/2007 11:52:46 PM,025XX E 78TH ST,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,SIDEWALK,true,false,0421,004,7,43,18,1194450,1853699,2007,10/28/2007 01:04:10 AM,41.75347689134264,-87.56297572039144,"(41.75347689134264, -87.56297572039144)"
6021025,HP117902,10/15/2007 08:45:00 AM,068XX S PAXTON AVE,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,RESIDENCE,false,false,0331,003,5,43,26,1192017,1860023,2007,01/23/2008 02:56:07 PM,41.770889884586644,-87.57168641055726,"(41.770889884586644, -87.57168641055726)"
5824187,HN633748,10/07/2007 03:00:00 AM,014XX W LEXINGTON ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,false,1213,012,25,28,14,1166932,1896808,2007,10/11/2007 01:04:03 AM,41.87240461110488,-87.66258564498189,"(41.87240461110488, -87.66258564498189)"
5809135,HN618705,09/29/2007 01:30:00 PM,002XX S WABASH AVE,0870,THEFT,POCKET-PICKING,CTA TRAIN,false,false,0123,001,42,32,06,1176802,1899433,2007,10/04/2007 01:48:51 AM,41.87939040500463,-87.62626948147904,"(41.87939040500463, -87.62626948147904)"
5850212,HN603189,09/21/2007 07:31:46 PM,010XX N HARDING AVE,2027,NARCOTICS,POSS: CRACK,SIDEWALK,true,false,1112,011,27,23,18,1149826,1906615,2007,10/31/2007 01:04:04 AM,41.89966571395208,-87.72513441956717,"(41.89966571395208, -87.72513441956717)"
5783823,HN594535,09/13/2007 10:00:00 PM,008XX N GREENVIEW AVE,0890,THEFT,FROM BUILDING,OTHER,false,false,1323,013,1,24,06,1166189,1905557,2007,09/21/2007 01:48:17 AM,41.8964284387567,-87.665063377795,"(41.8964284387567, -87.665063377795)"
5772357,HN576236,09/05/2007 09:30:00 PM,007XX W 79TH ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,GROCERY FOOD STORE,false,true,0621,006,17,71,08B,1172534,1852524,2007,09/16/2007 01:46:17 AM,41.75076296865797,-87.64332380679916,"(41.75076296865797, -87.64332380679916)"
5751084,HN559561,08/29/2007 07:30:00 AM,010XX W DIVISION ST,0810,THEFT,OVER $300,STREET,false,false,1822,018,32,8,06,1169273,1908219,2007,09/02/2007 02:22:13 AM,41.90366665861619,-87.65365901406985,"(41.90366665861619, -87.65365901406985)"
5765894,HN574870,08/21/2007 09:30:00 AM,022XX S DR MARTIN LUTHER KING JR DR,0890,THEFT,FROM BUILDING,HOTEL/MOTEL,false,false,0133,001,2,33,06,1178906,1889450,2007,10/05/2007 01:47:14 AM,41.85194864021387,-87.61884910594445,"(41.85194864021387, -87.61884910594445)"
5718661,HN526016,08/13/2007 09:18:00 AM,054XX S ELLIS AVE,0560,ASSAULT,SIMPLE,SIDEWALK,false,true,2131,002,5,41,08A,1183844,1868905,2007,08/27/2007 01:45:37 AM,41.7954575815811,-87.6013680100891,"(41.7954575815811, -87.6013680100891)"
5701329,HN510682,08/05/2007 04:08:25 PM,066XX S ST LAWRENCE AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,ALLEY,true,true,0321,003,20,42,14,1181334,1861133,2007,08/08/2007 02:59:32 AM,41.774188770770245,-87.61081164002783,"(41.774188770770245, -87.61081164002783)"
5687594,HN495457,07/28/2007 11:57:21 PM,021XX W ARTHUR AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,true,false,2412,024,50,2,08B,1160926,1943094,2007,08/04/2007 03:27:52 AM,41.99954295457214,-87.6833478737686,"(41.99954295457214, -87.6833478737686)"
5671084,HN480275,07/21/2007 02:37:46 PM,001XX N LEAMINGTON AVE,2092,NARCOTICS,SOLICIT NARCOTICS ON PUBLICWAY,SIDEWALK,true,false,1532,015,28,25,26,1142052,1900843,2007,07/25/2007 03:43:09 AM,41.88397434026693,-87.75383185859607,"(41.88397434026693, -87.75383185859607)"
5660210,HN464952,07/13/2007 10:00:00 PM,073XX S SOUTH CHICAGO AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,true,false,0323,003,5,69,18,1184205,1856727,2007,07/22/2007 01:56:08 AM,41.76203161921828,-87.60042483652671,"(41.76203161921828, -87.60042483652671)"
5650615,HN449382,07/06/2007 10:58:15 AM,070XX S VINCENNES AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,true,0731,007,6,69,14,1176712,1858092,2007,07/21/2007 01:59:35 AM,41.76594924016186,-87.62784635528784,"(41.76594924016186, -87.62784635528784)"
5640715,HN434468,06/28/2007 07:33:43 PM,040XX W 24TH PL,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,RESIDENCE,true,false,1013,010,22,30,18,1149744,1887373,2007,07/11/2007 03:46:28 AM,41.846865058255574,-87.72593573865255,"(41.846865058255574, -87.72593573865255)"
5610924,HN418658,06/20/2007 11:30:00 PM,031XX W JACKSON BLVD,0460,BATTERY,SIMPLE,SIDEWALK,false,false,1124,011,28,27,08B,1155612,1898561,2007,07/09/2007 01:45:52 AM,41.87745023938719,-87.70409924749403,"(41.87745023938719, -87.70409924749403)"
5613292,HN402840,06/13/2007 02:34:00 PM,059XX W WASHINGTON BLVD,2017,NARCOTICS,MANU/DELIVER:CRACK,STREET,true,false,1512,015,29,25,18,1137086,1900183,2007,09/26/2007 01:50:46 AM,41.88225378661042,-87.7720836558245,"(41.88225378661042, -87.7720836558245)"
5582390,HN386820,06/05/2007 04:45:00 PM,006XX S KILDARE AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,false,false,1132,011,24,26,14,1147865,1896723,2007,06/10/2007 02:28:49 AM,41.872558883774104,-87.73259159644849,"(41.872558883774104, -87.73259159644849)"
5564517,HN371804,05/29/2007 12:01:00 AM,023XX N KEELER AVE,0820,THEFT,$300 AND UNDER,RESIDENCE,false,false,2522,025,31,20,06,1147955,1915262,2007,06/02/2007 01:54:14 AM,41.923430132544425,-87.73178391586228,"(41.923430132544425, -87.73178391586228)"
5559882,HN355658,05/21/2007 11:55:00 AM,079XX S MARYLAND AVE,2027,NARCOTICS,POSS: CRACK,SIDEWALK,true,false,0624,006,8,44,18,1183318,1852596,2007,05/29/2007 01:47:17 AM,41.75071642538435,-87.6038041533467,"(41.75071642538435, -87.6038041533467)"
5530712,HN340128,05/13/2007 04:15:00 PM,054XX S LARAMIE AVE,143A,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,APARTMENT,true,false,0814,008,23,56,15,1142594,1867754,2007,05/18/2007 02:14:47 AM,41.79316328790885,-87.75266298951382,"(41.79316328790885, -87.75266298951382)"
5506226,HN325008,05/05/2007 05:30:00 PM,001XX N STATE ST,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,DEPARTMENT STORE,false,false,0122,001,42,32,11,1176390,1900949,2007,05/23/2007 02:20:44 AM,41.883559699067106,-87.62773649602941,"(41.883559699067106, -87.62773649602941)"
5489845,HN311053,04/27/2007 10:00:00 PM,001XX N CARPENTER ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,false,1212,012,27,28,14,1169468,1901359,2007,05/01/2007 07:13:54 AM,41.88483812938974,-87.6531425024506,"(41.88483812938974, -87.6531425024506)"
5466340,HN293100,04/19/2007 07:10:00 PM,018XX N MASON AVE,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,APARTMENT,false,false,2531,025,29,25,26,1136421,1911530,2007,04/25/2007 05:57:12 AM,41.91340329798521,-87.77425405729382,"(41.91340329798521, -87.77425405729382)"
5447056,HN277401,04/11/2007 03:10:00 PM,049XX N HARLEM AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,false,true,1613,016,41,10,08B,1127393,1932635,2007,04/18/2007 05:47:17 AM,41.97147464772725,-87.8069455795981,"(41.97147464772725, -87.8069455795981)"
5425498,HN261418,04/02/2007 12:15:19 PM,057XX W LAKE ST,0820,THEFT,$300 AND UNDER,STREET,false,false,1512,015,29,25,06,1137825,1902267,2007,04/06/2007 05:36:26 AM,41.887959259746665,-87.76931970522823,"(41.887959259746665, -87.76931970522823)"
5403922,HN245998,03/25/2007 04:15:00 AM,013XX S KARLOV AVE,1365,CRIMINAL TRESPASS,TO RESIDENCE,APARTMENT,true,false,1011,010,24,29,26,1149231,1893273,2007,03/29/2007 08:44:27 AM,41.86306533258546,-87.7276657208348,"(41.86306533258546, -87.7276657208348)"
5381558,HN230272,03/16/2007 06:36:29 PM,129XX S COMMERCIAL AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,false,false,0433,004,10,55,14,1198053,1819432,2007,04/04/2007 03:56:04 PM,41.659355792461845,-87.55091329094743,"(41.659355792461845, -87.55091329094743)"
5364683,HN214481,03/08/2007 01:40:00 PM,058XX N LINCOLN AVE,0545,ASSAULT,PRO EMP HANDS NO/MIN INJURY,"SCHOOL, PUBLIC, BUILDING",false,false,2011,020,40,2,08A,1155783,1938688,2007,03/13/2007 05:26:14 AM,41.987558265236515,-87.70238710714221,"(41.987558265236515, -87.70238710714221)"
5368505,HN216075,02/27/2007 09:00:00 AM,082XX S DR MARTIN LUTHER KING JR DR,1122,DECEPTIVE PRACTICE,COUNTERFEIT CHECK,COMMERCIAL / BUSINESS OFFICE,false,false,0631,006,6,44,10,1180294,1850450,2007,04/28/2007 05:26:07 AM,41.74489738500815,-87.6149510869934,"(41.74489738500815, -87.6149510869934)"
7480131,HS142628,02/17/2007 02:00:00 PM,029XX N ROCKWELL ST,5002,OTHER OFFENSE,OTHER VEHICLE OFFENSE,STREET,false,true,1411,,1,21,26,,,2007,05/08/2010 01:17:53 AM,,,
5301384,HN163299,02/06/2007 03:30:00 PM,022XX W CHICAGO AVE,0810,THEFT,OVER $300,STREET,false,false,1312,013,32,24,06,1161102,1905327,2007,02/27/2007 06:32:20 AM,41.895904508846826,-87.68375337258473,"(41.895904508846826, -87.68375337258473)"
5300686,HN145694,01/27/2007 12:11:00 AM,024XX S DRAKE AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,SIDEWALK,true,false,1024,010,22,30,18,1153124,1887725,2007,02/10/2007 06:09:10 AM,41.847764718603344,-87.71352180133194,"(41.847764718603344, -87.71352180133194)"
5251983,HN129497,01/17/2007 07:10:00 PM,017XX N MARSHFIELD AVE,0340,ROBBERY,ATTEMPT: STRONGARM-NO WEAPON,SIDEWALK,false,false,1433,014,1,24,03,1165036,1911574,2007,01/24/2007 07:03:14 AM,41.91296406969933,-87.66912700814176,"(41.91296406969933, -87.66912700814176)"
5232655,HN114502,01/08/2007 05:15:00 PM,052XX N WINTHROP AVE,0610,BURGLARY,FORCIBLE ENTRY,RESIDENCE,false,false,2023,020,48,77,05,1167968,1934851,2007,03/23/2007 06:55:06 AM,41.976774364864966,-87.65768151374427,"(41.976774364864966, -87.65768151374427)"
5213693,HM802552,12/31/2006 01:05:00 AM,022XX N LA CROSSE AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,false,true,2522,025,31,19,08B,1143735,1914442,2006,01/14/2007 05:31:37 AM,41.92126015694402,-87.74731049949973,"(41.92126015694402, -87.74731049949973)"
5198814,HM788682,12/21/2006 05:00:00 PM,058XX W AINSLIE ST,1305,CRIMINAL DAMAGE,CRIMINAL DEFACEMENT,"SCHOOL, PRIVATE, BUILDING",false,false,1622,016,45,11,14,1136015,1932009,2006,12/26/2006 05:17:36 AM,41.96960709850604,-87.77525582379923,"(41.96960709850604, -87.77525582379923)"
5184632,HM772165,12/13/2006 03:00:00 PM,018XX S KEELER AVE,1350,CRIMINAL TRESPASS,TO STATE SUP LAND,"SCHOOL, PUBLIC, BUILDING",false,false,1012,010,24,29,26,1148638,1890722,2006,01/09/2007 06:41:38 AM,41.8560765337759,-87.72990840329992,"(41.8560765337759, -87.72990840329992)"
5160903,HM755874,12/04/2006 11:03:00 AM,035XX S DAMEN AVE,0610,BURGLARY,FORCIBLE ENTRY,RESIDENCE,false,false,0922,009,11,59,05,1163644,1880984,2006,01/16/2007 05:09:07 AM,41.82905187000169,-87.67510263957466,"(41.82905187000169, -87.67510263957466)"
5333094,HM739196,11/25/2006 11:00:00 AM,054XX W THOMAS ST,2094,NARCOTICS,ATTEMPT POSSESSION CANNABIS,STREET,true,false,1524,015,37,25,18,1139990,1906761,2006,06/21/2007 02:21:27 AM,41.90025202024035,-87.76125895131815,"(41.90025202024035, -87.76125895131815)"
5129198,HM724073,11/16/2006 03:41:36 PM,020XX N MILWAUKEE AVE,0820,THEFT,$300 AND UNDER,DEPARTMENT STORE,false,false,1431,014,1,22,06,1159345,1913459,2006,11/20/2006 06:27:20 AM,41.918255685975865,-87.68998245587258,"(41.918255685975865, -87.68998245587258)"
5106033,HM707935,11/08/2006 03:19:00 AM,027XX N WESTERN AVE,2024,NARCOTICS,POSS: HEROIN(WHITE),PARKING LOT/GARAGE(NON.RESID.),true,false,1432,014,1,22,18,1159933,1917905,2006,06/11/2007 03:52:33 PM,41.930443696895004,-87.68769911118294,"(41.930443696895004, -87.68769911118294)"
5112537,HM692848,10/31/2006 09:00:00 AM,033XX W BELMONT AVE,0610,BURGLARY,FORCIBLE ENTRY,RESIDENCE,false,false,1412,014,35,21,05,1153584,1921044,2006,11/25/2006 05:00:04 AM,41.93918617743647,-87.71094656158584,"(41.93918617743647, -87.71094656158584)"
5266682,HN127357,10/23/2006 12:00:00 AM,0000X W JACKSON BLVD,1110,DECEPTIVE PRACTICE,BOGUS CHECK,BANK,false,false,0112,001,2,32,11,1175835,1898936,2006,02/14/2007 06:32:53 AM,41.87804841375631,-87.62983506972851,"(41.87804841375631, -87.62983506972851)"
5052645,HM661036,10/14/2006 11:00:00 PM,071XX S PRAIRIE AVE,0610,BURGLARY,FORCIBLE ENTRY,RESIDENCE-GARAGE,false,false,0323,003,6,69,05,1179235,1857714,2006,11/03/2006 06:27:43 AM,41.76485480979971,-87.61861027068379,"(41.76485480979971, -87.61861027068379)"
5037321,HM644820,10/06/2006 09:25:00 PM,002XX E 69TH PL,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,false,false,0322,003,6,69,14,1178917,1859027,2006,10/09/2006 10:38:19 AM,41.76846506716382,-87.61973589508193,"(41.76846506716382, -87.61973589508193)"
5020872,HM627207,09/28/2006 11:30:00 PM,055XX S JUSTINE ST,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,false,false,0713,007,16,67,14,1166996,1867835,2006,10/03/2006 05:10:58 AM,41.792898421932904,-87.66318051933182,"(41.792898421932904, -87.66318051933182)"
5004867,HM614648,09/21/2006 12:00:00 AM,041XX N MARINE DR,0820,THEFT,$300 AND UNDER,STREET,false,false,2323,019,46,3,06,1171270,1927275,2006,09/23/2006 04:42:43 AM,41.95591351221893,-87.64576230287375,"(41.95591351221893, -87.64576230287375)"
5160632,HM597939,09/12/2006 11:20:00 PM,010XX N CICERO AVE,2027,NARCOTICS,POSS: CRACK,GAS STATION,true,false,1111,011,37,25,18,1144215,1906290,2006,05/26/2007 01:52:12 AM,41.898881183559666,-87.74575203050759,"(41.898881183559666, -87.74575203050759)"
4971288,HM583688,09/05/2006 12:01:00 AM,022XX N SAYRE AVE,0820,THEFT,$300 AND UNDER,APARTMENT,false,false,2512,025,36,25,06,1129258,1914174,2006,09/10/2006 04:47:11 AM,41.92078388805264,-87.80050958669395,"(41.92078388805264, -87.80050958669395)"
4953852,HM567581,08/28/2006 07:00:00 AM,064XX S JUSTINE ST,0820,THEFT,$300 AND UNDER,STREET,false,false,0725,007,17,67,06,1167067,1862219,2006,10/02/2006 05:11:35 AM,41.777485907347625,-87.66308070039983,"(41.777485907347625, -87.66308070039983)"
4942719,HM551956,08/20/2006 01:00:00 PM,075XX S GREEN ST,0620,BURGLARY,UNLAWFUL ENTRY,APARTMENT,false,false,0621,006,17,71,05,1171900,1854958,2006,08/31/2006 05:15:08 AM,41.75745610551391,-87.64557578102105,"(41.75745610551391, -87.64557578102105)"
4945382,HM544458,08/12/2006 05:00:00 PM,122XX S LAFAYETTE AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE-GARAGE,false,false,0523,005,9,53,14,1178180,1823559,2006,08/26/2006 05:22:07 AM,41.671152965302255,-87.6235092460857,"(41.671152965302255, -87.6235092460857)"
