ID,Case Number,Date,Block,IUCR,Primary Type,Description,Location Description,Arrest,Domestic,Beat,District,Ward,Community Area,FBI Code,X Coordinate,Y Coordinate,Year,Updated On,Latitude,Longitude,Location
7894072,HT124162,01/18/2011 07:45:00 AM,107XX S CHURCH ST,1330,CRIMINAL TRESPASS,TO LAND,RESIDENCE PORCH/HALLWAY,true,false,2212,022,19,75,26,1167912,1833570,2011,01/19/2011 12:37:51 PM,41.698850805349196,-87.66080366991118,"(41.698850805349196, -87.66080366991118)"
7877767,HT108339,01/06/2011 05:45:00 PM,023XX N CLIFTON AVE,2093,NARCOTICS,FOUND SUSPECT NARCOTICS,COLLEGE/UNIVERSITY RESIDENCE HALL,true,false,1811,018,32,7,26,1168210,1915611,2011,01/08/2011 12:39:22 AM,41.92397378274042,-87.65734963132817,"(41.92397378274042, -87.65734963132817)"
7861735,HS676281,12/25/2010 08:05:00 PM,117XX S WALLACE ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,true,true,0524,005,34,53,08B,1174368,1827311,2010,12/26/2010 12:37:06 PM,41.681534375784096,-87.63735003803558,"(41.681534375784096, -87.63735003803558)"
7846692,HS659744,12/13/2010 12:00:00 PM,122XX S STEWART AVE,0850,THEFT,ATTEMPT THEFT,VEHICLE NON-COMMERCIAL,false,false,0523,005,34,53,06,1175788,1823947,2010,12/16/2010 12:38:11 AM,41.67227143474425,-87.63225227478077,"(41.67227143474425, -87.63225227478077)"
7830013,HS641104,12/01/2010 01:45:00 PM,075XX S STONY ISLAND AVE,0890,THEFT,FROM BUILDING,BANK,false,false,0411,004,5,43,06,1188081,1855203,2010,12/04/2010 12:47:50 AM,41.7577581264113,-87.58626753369315,"(41.7577581264113, -87.58626753369315)"
7815586,HS625000,11/20/2010 08:00:00 AM,039XX W NORTH AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,false,false,2535,025,30,23,07,1150130,1910391,2010,11/25/2010 12:46:14 AM,41.91002151031173,-87.7239192875817,"(41.91002151031173, -87.7239192875817)"
7798682,HS608103,11/10/2010 07:50:00 AM,038XX W FLOURNOY ST,031A,ROBBERY,ARMED: HANDGUN,SIDEWALK,false,false,1133,011,24,26,03,1151096,1896719,2010,12/16/2010 12:38:11 AM,41.872485242608214,-87.72072915492072,"(41.872485242608214, -87.72072915492072)"
7786314,HS593508,10/31/2010 10:30:00 AM,008XX N HOMAN AVE,0810,THEFT,OVER $500,RESIDENCE,true,false,1121,011,27,23,06,1153593,1905536,2010,03/27/2011 12:37:56 AM,41.89663071934822,-87.71132686974752,"(41.89663071934822, -87.71132686974752)"
7772076,HS580514,10/21/2010 04:00:00 PM,001XX N KARLOV AVE,1750,OFFENSE INVOLVING CHILDREN,CHILD ABUSE,RESIDENCE,false,false,1114,011,28,26,20,1149075,1900588,2010,10/29/2010 12:48:53 AM,41.88314155819003,-87.72804902869521,"(41.88314155819003, -87.72804902869521)"
7751530,HS560091,10/12/2010 12:30:00 AM,036XX N FREMONT ST,0620,BURGLARY,UNLAWFUL ENTRY,APARTMENT,true,false,2324,019,44,6,05,1169570,1924542,2010,10/23/2010 12:50:13 AM,41.94845131712586,-87.65209171460023,"(41.94845131712586, -87.65209171460023)"
7736900,HS544625,10/02/2010 01:20:00 PM,033XX W HURON ST,2024,NARCOTICS,POSS: HEROIN(WHITE),SIDEWALK,true,false,1121,011,27,23,18,1154216,1904512,2010,10/06/2010 12:50:24 AM,41.89380834878142,-87.70906605120025,"(41.89380834878142, -87.70906605120025)"
7721641,HS529213,09/23/2010 02:17:00 AM,023XX W 21ST PL,0820,THEFT,$300 AND UNDER,STREET,true,false,1223,012,25,31,06,1160938,1889638,2010,09/25/2010 12:49:17 AM,41.852855850495914,-87.68479109761907,"(41.852855850495914, -87.68479109761907)"
7706283,HS513787,09/13/2010 07:13:00 PM,035XX S RHODES AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,true,false,0212,002,4,35,18,1180121,1881754,2010,09/19/2010 12:45:18 AM,41.83080246521413,-87.61462615367016,"(41.83080246521413, -87.61462615367016)"
7692468,HS499132,09/04/2010 03:30:00 AM,003XX W ERIE ST,0430,BATTERY,AGGRAVATED: OTHER DANG WEAPON,BAR OR TAVERN,false,false,1831,018,42,8,04B,1174081,1904761,2010,10/10/2010 12:47:20 AM,41.89407183113201,-87.63610150138038,"(41.89407183113201, -87.63610150138038)"
7677119,HS482018,08/26/2010 05:00:00 AM,063XX S HALSTED ST,0560,ASSAULT,SIMPLE,STREET,false,false,0723,007,20,68,08A,1172096,1862853,2010,08/28/2010 01:15:42 AM,41.77911663747113,-87.64462578675041,"(41.77911663747113, -87.64462578675041)"
7661573,HS466669,08/17/2010 12:30:00 AM,012XX W 52ND ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,false,0933,009,16,61,14,1168995,1870259,2010,08/19/2010 01:19:02 AM,41.79950715895526,-87.65578036542831,"(41.79950715895526, -87.65578036542831)"
7646650,HS451222,08/07/2010 09:35:00 PM,047XX W OHIO ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE PORCH/HALLWAY,false,true,1111,011,28,25,08B,1144368,1903519,2010,08/14/2010 01:16:29 AM,41.89127436737626,-87.74525982172301,"(41.89127436737626, -87.74525982172301)"
7632114,HS435975,07/29/2010 05:26:00 PM,009XX S AUSTIN BLVD,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,NURSING HOME/RETIREMENT HOME,false,false,1513,015,29,25,26,1136557,1895816,2010,08/06/2010 01:16:14 AM,41.870279618815275,-87.7741306556818,"(41.870279618815275, -87.7741306556818)"
7616102,HS420227,07/20/2010 12:00:00 PM,063XX S COTTAGE GROVE AVE,1210,DECEPTIVE PRACTICE,THEFT OF LABOR/SERVICES,CTA PLATFORM,false,false,0312,003,20,42,11,1182608,1863344,2010,07/23/2010 01:15:46 AM,41.780226495670796,-87.60607289695918,"(41.780226495670796, -87.60607289695918)"
7599879,HS404733,07/11/2010 01:30:00 AM,022XX W BARRY AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,false,true,1913,019,32,5,08B,1161132,1920515,2010,07/15/2010 01:17:32 AM,41.937580841354446,-87.68322033524232,"(41.937580841354446, -87.68322033524232)"
7585760,HS389367,07/01/2010 07:50:00 PM,001XX N LAVERGNE AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,false,true,1532,015,28,25,08B,1143054,1900824,2010,07/06/2010 01:12:44 AM,41.88390357564962,-87.7501528385672,"(41.88390357564962, -87.7501528385672)"
7576923,HS373894,06/22/2010 08:40:00 PM,009XX W 19TH ST,1330,CRIMINAL TRESPASS,TO LAND,RESIDENTIAL YARD (FRONT/BACK),false,false,1233,012,25,31,26,1170168,1891061,2010,07/09/2010 09:27:56 AM,41.8565643892082,-87.6508726658969,"(41.8565643892082, -87.6508726658969)"
7556477,HS360508,06/13/2010 02:00:00 PM,055XX N NORDICA AVE,0810,THEFT,OVER $300,RESIDENCE-GARAGE,false,false,1613,016,41,10,06,1128663,1936188,2010,06/18/2010 01:14:54 AM,41.981202932884436,-87.80219452367304,"(41.981202932884436, -87.80219452367304)"
7539786,HS343066,06/04/2010 07:45:00 AM,058XX W WEST END AVE,0610,BURGLARY,FORCIBLE ENTRY,RESIDENCE,false,false,1512,015,29,25,05,1137467,1900901,2010,06/07/2010 01:14:20 AM,41.88421722721097,-87.7706673130748,"(41.88421722721097, -87.7706673130748)"
7524123,HS326865,05/25/2010 10:00:00 PM,039XX N CLAREMONT AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,false,1912,019,47,5,14,1160032,1926436,2010,06/19/2010 01:18:42 AM,41.953851237021276,-87.68709896779845,"(41.953851237021276, -87.68709896779845)"
7510208,HS311926,05/16/2010 06:00:00 PM,003XX W NORTH AVE,0820,THEFT,$300 AND UNDER,STREET,false,false,1814,018,43,7,06,1173400,1911007,2010,05/21/2010 01:15:38 AM,41.91122634344372,-87.63841674959937,"(41.91122634344372, -87.63841674959937)"
7492379,HS295391,05/07/2010 09:15:00 AM,004XX W 75TH ST,0560,ASSAULT,SIMPLE,STREET,false,true,0732,007,17,68,08A,1174503,1855236,2010,05/17/2010 01:16:28 AM,41.75816147034419,-87.63602792243769,"(41.75816147034419, -87.63602792243769)"
7477848,HS280022,04/28/2010 10:00:00 AM,035XX W POTOMAC AVE,0545,ASSAULT,PRO EMP HANDS NO/MIN INJURY,"SCHOOL, PUBLIC, BUILDING",false,false,1422,014,26,23,08A,1152744,1908388,2010,05/01/2010 01:13:47 AM,41.90447372784451,-87.71436954279231,"(41.90447372784451, -87.71436954279231)"
7466588,HS267185,04/18/2010 03:30:00 PM,047XX W RACE AVE,0930,MOTOR VEHICLE THEFT,THEFT/RECOVERY: AUTOMOBILE,STREET,false,false,1111,011,28,25,07,1144551,1903277,2010,04/24/2010 01:15:44 AM,41.89060684777816,-87.74459384061818,"(41.89060684777816, -87.74459384061818)"
7448127,HS248993,04/09/2010 10:15:00 AM,033XX W 13TH ST,2095,NARCOTICS,ATTEMPT POSSESSION NARCOTICS,SIDEWALK,true,false,1021,010,24,29,18,1154270,1893883,2010,04/11/2010 01:13:48 AM,41.86464019965791,-87.70915163168867,"(41.86464019965791, -87.70915163168867)"
7431546,HS233551,03/30/2010 06:10:00 PM,005XX E 95TH ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,true,true,0633,006,9,49,08B,1181748,1842145,2010,04/02/2010 01:13:43 AM,41.72207406109546,-87.60987925342909,"(41.72207406109546, -87.60987925342909)"
7415292,HS218108,03/20/2010 11:45:00 PM,065XX S EVANS AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,false,true,0321,003,20,42,08B,1182309,1861589,2010,03/26/2010 01:14:23 AM,41.77541754470914,-87.60722339418061,"(41.77541754470914, -87.60722339418061)"
7401067,HS202611,03/11/2010 03:00:00 PM,023XX N NEWCASTLE AVE,1330,CRIMINAL TRESPASS,TO LAND,NURSING HOME/RETIREMENT HOME,false,false,2512,025,36,18,26,1130150,1915075,2010,03/14/2010 01:13:59 AM,41.923241089753716,-87.7972114240552,"(41.923241089753716, -87.7972114240552)"
7384571,HS186874,03/01/2010 07:07:00 PM,003XX E KENSINGTON AVE,1330,CRIMINAL TRESPASS,TO LAND,RESIDENCE PORCH/HALLWAY,true,false,0532,005,9,53,26,1180101,1828285,2010,03/04/2010 01:15:30 AM,41.684078169623554,-87.61633457926808,"(41.684078169623554, -87.61633457926808)"
7373233,HS175909,02/18/2010 09:00:00 PM,105XX S AVENUE E,1320,CRIMINAL DAMAGE,TO VEHICLE,VEHICLE NON-COMMERCIAL,false,false,0432,004,10,52,14,1203783,1835811,2010,02/25/2010 01:41:56 AM,41.70415660319149,-87.52938683196503,"(41.70415660319149, -87.52938683196503)"
7353047,HS154880,02/07/2010 03:15:00 AM,040XX W HARRISON ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,false,true,1132,011,24,26,08B,1149417,1897011,2010,02/12/2010 01:26:47 AM,41.87331924108919,-87.72688598679129,"(41.87331924108919, -87.72688598679129)"
7336455,HS138906,01/27/2010 07:00:00 AM,004XX N STATE ST,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,PARKING LOT/GARAGE(NON.RESID.),true,false,1834,018,42,8,07,1176340,1903042,2010,07/25/2010 01:13:58 AM,41.88930413280852,-87.62785691329265,"(41.88930413280852, -87.62785691329265)"
7319147,HS123660,01/16/2010 06:50:00 PM,009XX N LAVERGNE AVE,2024,NARCOTICS,POSS: HEROIN(WHITE),SIDEWALK,true,false,1531,015,37,25,18,1142886,1906073,2010,01/20/2010 01:13:31 AM,41.89831058422535,-87.7506388642407,"(41.89831058422535, -87.7506388642407)"
7342807,HS145496,01/06/2010 09:00:00 AM,061XX S KENNETH AVE,0560,ASSAULT,SIMPLE,RESIDENCE,false,false,0813,008,13,65,08A,1147799,1863500,2010,02/05/2010 01:13:05 AM,41.78139157163476,-87.73368528802322,"(41.78139157163476, -87.73368528802322)"
7288685,HR705303,12/25/2009 12:35:00 PM,011XX N LONG AVE,0560,ASSAULT,SIMPLE,STREET,false,true,1524,015,37,25,08A,1140047,1907346,2009,12/30/2009 01:04:35 AM,41.90185628641983,-87.76103525091239,"(41.90185628641983, -87.76103525091239)"
7275368,HR689083,12/14/2009 02:05:00 PM,042XX W JACKSON BLVD,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,false,true,1115,011,28,26,08B,1148293,1898391,2009,12/19/2009 01:03:51 AM,41.87712783934217,-87.73097722427372,"(41.87712783934217, -87.73097722427372)"
7258925,HR673141,12/03/2009 06:00:00 PM,036XX W POLK ST,5002,OTHER OFFENSE,OTHER VEHICLE OFFENSE,STREET,false,true,1133,011,24,27,26,1151963,1896158,2009,12/09/2009 01:03:50 AM,41.870928772501216,-87.71756076584651,"(41.870928772501216, -87.71756076584651)"
7242748,HR657181,11/23/2009 02:15:00 PM,040XX W JACKSON BLVD,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,true,true,1132,011,28,26,08B,1149264,1898334,2009,04/18/2010 01:13:46 AM,41.87695266948923,-87.7274134395645,"(41.87695266948923, -87.7274134395645)"
7227672,HR643150,11/13/2009 11:00:00 PM,020XX W 21ST PL,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,false,false,1223,012,25,31,14,1162879,1889690,2009,11/18/2009 01:05:09 AM,41.85295809464307,-87.67766554932108,"(41.85295809464307, -87.67766554932108)"
7255987,HR626805,11/04/2009 09:52:00 PM,009XX N CENTRAL PARK AVE,2027,NARCOTICS,POSS: CRACK,"SCHOOL, PUBLIC, GROUNDS",true,false,1112,011,27,23,18,1152168,1906030,2009,12/20/2009 01:03:48 AM,41.89801453394284,-87.71654763794476,"(41.89801453394284, -87.71654763794476)"
7260135,HR609913,10/26/2009 08:53:00 PM,017XX N DAYTON ST,0810,THEFT,OVER $300,RESIDENCE-GARAGE,false,false,1813,018,43,7,06,1170401,1911725,2009,12/09/2009 01:03:50 AM,41.913262720978445,-87.64941295362242,"(41.913262720978445, -87.64941295362242)"
7182177,HR593584,10/17/2009 07:15:00 PM,050XX S INDIANA AVE,0420,BATTERY,AGGRAVATED:KNIFE/CUTTING INSTR,SIDEWALK,false,false,0224,002,3,38,04B,1178501,1871339,2009,10/23/2009 01:03:47 AM,41.80225987221339,-87.62088678270878,"(41.80225987221339, -87.62088678270878)"
7167896,HR577428,10/08/2009 10:35:00 AM,002XX E PERSHING RD,3730,INTERFERE WITH PUBLIC OFFICER,OBSTRUCTING JUSTICE,"SCHOOL, PUBLIC, BUILDING",true,false,0211,002,3,35,24,1178741,1879229,2009,10/11/2009 01:03:51 AM,41.82390523886823,-87.61976633966923,"(41.82390523886823, -87.61976633966923)"
7152014,HR561481,09/28/2009 08:28:00 PM,056XX W 64TH ST,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,ALLEY,true,false,0812,008,13,64,18,1139842,1861520,2009,10/04/2009 01:04:36 AM,41.77610666475923,-87.76290614003616,"(41.77610666475923, -87.76290614003616)"
7157402,HR566127,09/20/2009 12:00:00 AM,083XX S MUSKEGON AVE,0810,THEFT,OVER $300,RESIDENCE,false,false,0423,004,10,46,06,1196573,1849967,2009,10/04/2009 01:04:36 AM,41.743183574622854,-87.55531953190265,"(41.743183574622854, -87.55531953190265)"
7122177,HR530975,09/11/2009 10:00:00 AM,072XX S CICERO AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,PARKING LOT/GARAGE(NON.RESID.),false,false,0833,008,13,65,14,1145671,1856335,2009,09/13/2009 01:04:50 AM,41.76177004273632,-87.74166785352155,"(41.76177004273632, -87.74166785352155)"
7107586,HR515932,09/02/2009 10:30:00 AM,001XX N LA SALLE ST,0890,THEFT,FROM BUILDING,RESTAURANT,false,false,0113,001,42,32,06,1175153,1901004,2009,09/05/2009 01:04:35 AM,41.883738441649314,-87.6322771591607,"(41.883738441649314, -87.6322771591607)"
7092135,HR500885,08/24/2009 11:00:00 AM,007XX N AUSTIN BLVD,0810,THEFT,OVER $300,SIDEWALK,false,false,1511,015,29,25,06,1136284,1904151,2009,08/27/2009 01:05:35 AM,41.89315685586161,-87.77493383668188,"(41.89315685586161, -87.77493383668188)"
7083575,HR485535,08/15/2009 04:00:00 PM,124XX S NORMAL AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,false,true,0523,005,34,53,08B,1175261,1822466,2009,08/23/2009 01:04:55 AM,41.66821908094637,-87.6342250737103,"(41.66821908094637, -87.6342250737103)"
7064092,HR470609,08/07/2009 10:00:00 AM,006XX E 38TH ST,0810,THEFT,OVER $300,STREET,false,false,0212,002,4,36,06,1181107,1879955,2009,08/10/2009 01:05:45 AM,41.8258431860571,-87.61106400526718,"(41.8258431860571, -87.61106400526718)"
7049080,HR455375,07/29/2009 06:20:00 PM,019XX W GARFIELD BLVD,1330,CRIMINAL TRESPASS,TO LAND,PARKING LOT/GARAGE(NON.RESID.),true,false,0915,009,16,61,26,1164041,1868224,2009,08/01/2009 01:03:32 AM,41.7940285867155,-87.6740052426891,"(41.7940285867155, -87.6740052426891)"
7042964,HR440039,07/21/2009 03:30:00 AM,102XX S CALHOUN AVE,1020,ARSON,BY FIRE,VEHICLE NON-COMMERCIAL,false,false,0431,004,10,51,09,1194872,1837445,2009,02/08/2011 12:37:37 AM,41.708864108301576,-87.56196308513978,"(41.708864108301576, -87.56196308513978)"
7017956,HR424795,07/12/2009 11:25:00 AM,003XX S CANAL ST,0320,ROBBERY,STRONGARM - NO WEAPON,SIDEWALK,false,false,0111,001,2,28,03,1173151,1898690,2009,07/23/2009 01:06:45 AM,41.87743332077206,-87.63969728961094,"(41.87743332077206, -87.63969728961094)"
7006357,HR409247,07/03/2009 01:15:00 PM,043XX W CULLERTON ST,2820,OTHER OFFENSE,TELEPHONE THREAT,RESIDENCE,false,false,1012,010,24,29,26,1147818,1890027,2009,07/14/2009 01:04:30 AM,41.85418513980099,-87.73293608441644,"(41.85418513980099, -87.73293608441644)"
7003718,HR396292,06/25/2009 12:01:00 AM,079XX S DAMEN AVE,0820,THEFT,$300 AND UNDER,ALLEY,false,false,0611,006,18,71,06,1164446,1852083,2009,07/14/2009 01:04:30 AM,41.74972697120425,-87.67297458504059,"(41.74972697120425, -87.67297458504059)"
6975292,HR378031,06/16/2009 10:45:00 AM,009XX N DRAKE AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,true,true,1121,011,27,23,08B,1152501,1906000,2009,06/20/2009 01:03:46 AM,41.897925635149,-87.7153253459184,"(41.897925635149, -87.7153253459184)"
7192386,HR362927,06/07/2009 09:30:00 AM,048XX S CHAMPLAIN AVE,0610,BURGLARY,FORCIBLE ENTRY,APARTMENT,false,false,0223,002,4,38,05,1181461,1872809,2009,10/28/2009 01:05:09 AM,41.80622583550313,-87.60998596722614,"(41.80622583550313, -87.60998596722614)"
6942637,HR347517,05/29/2009 01:00:00 PM,040XX S ARCHER AVE,0560,ASSAULT,SIMPLE,STREET,false,false,0912,009,14,58,08A,1158295,1877648,2009,06/21/2009 01:03:25 AM,41.82000826840216,-87.69481890705872,"(41.82000826840216, -87.69481890705872)"
6928823,HR333504,05/20/2009 05:15:00 PM,095XX S STATE ST,0820,THEFT,$300 AND UNDER,PARK PROPERTY,false,false,0511,005,21,49,06,1177930,1841894,2009,05/24/2009 01:04:07 AM,41.72147247960168,-87.6238714864908,"(41.72147247960168, -87.6238714864908)"
6922625,HR315855,05/11/2009 09:30:00 PM,016XX W 95TH ST,031A,ROBBERY,ARMED: HANDGUN,CTA TRAIN,false,false,2221,022,21,73,03,1167319,1841754,2009,06/05/2009 01:04:06 AM,41.72132168923721,-87.66274159281038,"(41.72132168923721, -87.66274159281038)"
6895587,HR300061,05/02/2009 11:59:21 PM,051XX S INDIANA AVE,0460,BATTERY,SIMPLE,SIDEWALK,true,false,0232,002,3,40,08B,1178425,1871184,2009,05/07/2009 01:05:12 AM,41.80183626643717,-87.62117021391671,"(41.80183626643717, -87.62117021391671)"
6880739,HR284592,04/24/2009 08:30:00 AM,0000X W CERMAK RD,0460,BATTERY,SIMPLE,"SCHOOL, PUBLIC, BUILDING",false,false,0134,001,3,33,08B,1176105,1889728,2009,04/29/2009 01:03:46 AM,41.852774985132186,-87.62912104511976,"(41.852774985132186, -87.62912104511976)"
6870657,HR277564,04/15/2009 09:00:00 AM,040XX N HAMLIN AVE,1152,DECEPTIVE PRACTICE,ILLEGAL USE CASH CARD,RESIDENCE,false,false,1723,017,39,16,11,1150372,1926787,2009,04/24/2009 01:03:52 AM,41.95500879962693,-87.72260120945101,"(41.95500879962693, -87.72260120945101)"
6851156,HR257637,04/05/2009 12:00:00 PM,008XX N LAWNDALE AVE,2820,OTHER OFFENSE,TELEPHONE THREAT,APARTMENT,false,false,1112,011,27,23,26,1151526,1905352,2009,04/23/2009 01:04:02 AM,41.89616667548207,-87.71892349384086,"(41.89616667548207, -87.71892349384086)"
6838208,HR237387,03/26/2009 10:30:00 PM,113XX S STEWART AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,SIDEWALK,true,false,0522,005,34,49,18,1175694,1829571,2009,04/22/2009 01:04:17 AM,41.687706666431886,-87.63242886476404,"(41.687706666431886, -87.63242886476404)"
6814438,HR221770,03/18/2009 05:33:00 AM,132XX S BALTIMORE AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,GROCERY FOOD STORE,false,false,0433,004,10,55,14,1199136,1817899,2009,03/22/2009 01:03:52 AM,41.65512202043462,-87.54700154429099,"(41.65512202043462, -87.54700154429099)"
6796574,HR208594,03/09/2009 10:00:00 AM,005XX W VAN BUREN ST,0810,THEFT,OVER $300,PARKING LOT/GARAGE(NON.RESID.),false,false,0111,001,2,28,06,1172472,1898470,2009,03/13/2009 01:04:19 AM,41.87684465707947,-87.64219687662,"(41.87684465707947, -87.64219687662)"
6776420,HR191195,02/27/2009 03:30:00 PM,042XX N KENMORE AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,VEHICLE NON-COMMERCIAL,true,false,2322,019,46,3,18,1168444,1928400,2009,03/04/2009 01:04:38 AM,41.9590623015282,-87.6561185809773,"(41.9590623015282, -87.6561185809773)"
6764986,HR174520,02/17/2009 01:40:00 PM,002XX W 87TH ST,0860,THEFT,RETAIL THEFT,SMALL RETAIL STORE,false,false,0634,006,21,44,06,1176402,1847173,2009,02/25/2009 01:04:42 AM,41.73599316506015,-87.62931008736257,"(41.73599316506015, -87.62931008736257)"
6741977,HR159027,02/07/2009 05:55:00 PM,038XX S MICHIGAN AVE,1330,CRIMINAL TRESPASS,TO LAND,RESTAURANT,true,false,0211,002,3,35,26,1177875,1879294,2009,02/11/2009 01:04:07 AM,41.82410329686405,-87.62294139469063,"(41.82410329686405, -87.62294139469063)"
6726807,HR144148,01/28/2009 05:00:00 PM,015XX S CHRISTIANA AVE,0810,THEFT,OVER $300,STREET,false,false,1021,010,24,29,06,1154245,1892167,2009,02/16/2009 01:03:33 AM,41.85993180349041,-87.70928919617089,"(41.85993180349041, -87.70928919617089)"
6710732,HR126567,01/17/2009 10:15:00 PM,004XX N WABASH AVE,0820,THEFT,$300 AND UNDER,COMMERCIAL / BUSINESS OFFICE,false,false,1834,018,42,8,06,1176705,1903079,2009,01/22/2009 01:04:18 AM,41.88939742027822,-87.62651538068957,"(41.88939742027822, -87.62651538068957)"
6694642,HR107914,01/06/2009 11:05:00 PM,017XX W BEACH AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,false,false,1433,014,1,24,14,1164396,1909558,2009,01/12/2009 01:03:55 AM,41.90744560505246,-87.67153535613656,"(41.90744560505246, -87.67153535613656)"
6682507,HP754891,12/28/2008 07:55:16 PM,055XX S MORGAN ST,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,false,false,0712,007,16,68,14,1170552,1867951,2008,01/03/2009 01:04:50 AM,41.79313993186656,-87.65013772021396,"(41.79313993186656, -87.65013772021396)"
6664531,HP738003,12/17/2008 01:00:00 AM,038XX W HURON ST,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,RESIDENCE,false,false,1112,011,27,23,26,1150296,1904431,2008,12/29/2008 01:03:30 AM,41.89366343870703,-87.72346511775254,"(41.89366343870703, -87.72346511775254)"
6648390,HP720428,12/06/2008 10:40:00 PM,007XX S SACRAMENTO BLVD,2170,NARCOTICS,POSSESSION OF DRUG EQUIPMENT,STREET,true,false,1134,011,28,27,18,1156441,1896627,2008,12/10/2008 01:04:46 AM,41.87212642999055,-87.70110767851664,"(41.87212642999055, -87.70110767851664)"
6685066,HP705140,11/27/2008 05:00:00 AM,032XX S THROOP ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,false,0924,009,11,60,14,1168235,1883040,2008,01/04/2009 01:04:00 AM,41.834595973353245,-87.65819921686327,"(41.834595973353245, -87.65819921686327)"
6620125,HP689019,11/18/2008 08:47:00 AM,055XX S JUSTINE ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,true,true,0713,007,16,67,08B,1166918,1867775,2008,11/23/2008 01:04:02 AM,41.792735442906555,-87.66346825072263,"(41.792735442906555, -87.66346825072263)"
6601297,HP673601,11/08/2008 11:31:00 PM,015XX E 93RD ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,false,0413,004,8,48,14,1188146,1843581,2008,11/12/2008 01:04:12 AM,41.72586466635876,-87.58639901720417,"(41.72586466635876, -87.58639901720417)"
6592112,HP658697,10/31/2008 07:30:00 PM,095XX S COTTAGE GROVE AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,false,0511,005,9,50,14,1183525,1842087,2008,11/12/2008 01:04:12 AM,41.72187373882519,-87.60337224032472,"(41.72187373882519, -87.60337224032472)"
6572079,HP643175,10/23/2008 11:20:00 AM,044XX W IOWA ST,0560,ASSAULT,SIMPLE,RESIDENCE PORCH/HALLWAY,false,true,1111,011,37,23,08A,1146532,1905586,2008,11/02/2008 01:03:52 AM,41.89690547001402,-87.73725966383779,"(41.89690547001402, -87.73725966383779)"
6562804,HP628117,10/15/2008 03:30:00 AM,070XX S DR MARTIN LUTHER KING JR DR,0610,BURGLARY,FORCIBLE ENTRY,APARTMENT,false,false,0322,003,6,69,05,1180100,1858244,2008,11/04/2008 01:04:30 AM,41.76628941841152,-87.615423614363,"(41.76628941841152, -87.615423614363)"
6543200,HP616074,10/07/2008 09:00:00 AM,038XX W POLK ST,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,false,false,1133,011,24,26,07,1150787,1896048,2008,10/16/2008 01:03:57 AM,41.870649988549125,-87.72188118865036,"(41.870649988549125, -87.72188118865036)"
6524942,HP599098,09/28/2008 06:00:00 PM,004XX W BRIAR PL,0820,THEFT,$300 AND UNDER,STREET,false,false,2332,019,44,6,06,1172722,1921070,2008,10/01/2008 01:04:36 AM,41.93885469855644,-87.64060882277163,"(41.93885469855644, -87.64060882277163)"
6512946,HP583526,09/20/2008 08:55:00 PM,055XX W BERTEAU AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,true,false,1624,016,38,15,18,1138582,1927415,2008,09/28/2008 01:03:46 AM,41.9569544716374,-87.76592863347686,"(41.9569544716374, -87.76592863347686)"
6492958,HP568620,09/12/2008 09:00:00 PM,017XX N HARDING AVE,1330,CRIMINAL TRESPASS,TO LAND,RESIDENCE PORCH/HALLWAY,true,false,2535,025,30,23,26,1149818,1911239,2008,09/15/2008 01:03:43 AM,41.912354580888056,-87.72504336534354,"(41.912354580888056, -87.72504336534354)"
